Timestamp,Ppkg,Tdie,Tair_in,Tair_out,Tpsu1,Tpsu2
2025-07-13 15:13:47,60.32,59.62,19.9,32.44,31.72,29.26
2025-07-13 15:13:48,59.9,57.88,19.88,32.48,31.74,29.3
2025-07-13 15:13:49,59.98,56.25,19.89,32.52,31.76,29.3
2025-07-13 15:13:50,60.23,54.88,19.87,32.56,31.81,29.31
2025-07-13 15:13:51,60.09,53.75,19.85,32.57,31.81,29.3
2025-07-13 15:13:52,60.0,52.75,19.84,32.6,31.86,29.33
2025-07-13 15:13:53,60.56,52.0,19.83,32.62,31.9,29.36
2025-07-13 15:13:54,59.9,51.25,19.82,32.63,31.88,29.34
2025-07-13 15:13:55,59.97,50.62,19.82,32.65,31.91,29.37
2025-07-13 15:13:56,60.0,50.12,19.84,32.67,31.93,29.36
2025-07-13 15:13:57,60.23,49.62,19.86,32.68,31.94,29.36
2025-07-13 15:13:58,59.88,49.25,19.86,32.69,31.98,29.39
2025-07-13 15:13:59,60.72,48.88,19.87,32.7,31.99,29.38
2025-07-13 15:14:00,61.62,48.62,19.87,32.71,32.0,29.42
2025-07-13 15:14:01,60.0,48.38,19.87,32.73,32.04,29.42
2025-07-13 15:14:02,60.11,48.12,19.86,32.74,32.04,29.43
2025-07-13 15:14:03,59.85,47.88,19.82,32.76,32.03,29.43
2025-07-13 15:14:04,60.0,47.75,19.74,32.78,32.06,29.42
2025-07-13 15:14:05,59.9,47.62,19.65,32.79,32.05,29.43
2025-07-13 15:14:06,59.98,47.5,19.58,32.81,32.08,29.45
2025-07-13 15:14:07,59.81,47.5,19.53,32.82,32.06,29.46
2025-07-13 15:14:08,60.0,47.38,19.49,32.84,32.07,29.46
2025-07-13 15:14:09,60.07,47.25,19.45,32.86,32.11,29.45
2025-07-13 15:14:10,59.96,47.25,19.42,32.88,32.11,29.47
2025-07-13 15:14:11,60.11,47.25,19.39,32.88,32.13,29.48
2025-07-13 15:14:12,60.0,47.25,19.39,32.9,32.16,29.49
2025-07-13 15:14:13,59.58,47.12,19.37,32.91,32.15,29.51
2025-07-13 15:14:14,59.47,47.12,19.35,32.93,32.16,29.53
2025-07-13 15:14:15,60.26,47.12,19.34,32.94,32.15,29.54
2025-07-13 15:14:16,60.0,47.12,19.33,32.96,32.14,29.51
2025-07-13 15:14:17,60.01,47.12,19.33,32.98,32.15,29.51
2025-07-13 15:14:18,59.49,47.12,19.32,33.0,32.16,29.52
2025-07-13 15:14:19,59.93,47.12,19.32,33.01,32.15,29.55
2025-07-13 15:14:20,60.0,47.25,19.31,33.03,32.2,29.52
2025-07-13 15:14:21,59.57,47.12,19.31,33.04,32.18,29.55
2025-07-13 15:14:22,60.19,47.12,19.31,33.06,32.19,29.55
2025-07-13 15:14:23,60.1,47.12,19.3,33.06,32.17,29.56
2025-07-13 15:14:24,60.0,47.12,19.28,33.08,32.21,29.56
2025-07-13 15:14:25,60.1,47.25,19.27,33.1,32.23,29.59
2025-07-13 15:14:26,59.96,47.25,19.26,33.1,32.23,29.6
2025-07-13 15:14:28,60.0,47.25,19.24,33.12,32.23,29.63
2025-07-13 15:14:29,60.11,47.25,19.23,33.14,32.25,29.62
2025-07-13 15:14:30,60.27,47.25,19.24,33.15,32.26,29.6
2025-07-13 15:14:31,59.61,47.38,19.24,33.17,32.26,29.63
2025-07-13 15:14:32,60.0,47.38,19.24,33.18,32.26,29.66
2025-07-13 15:14:33,59.8,47.38,19.23,33.2,32.26,29.63
2025-07-13 15:14:34,59.94,47.38,19.22,33.21,32.27,29.67
2025-07-13 15:14:35,60.0,47.38,19.22,33.22,32.32,29.64
2025-07-13 15:14:36,60.1,47.38,19.22,33.24,32.3,29.65
2025-07-13 15:14:37,60.19,47.38,19.22,33.24,32.3,29.68
2025-07-13 15:14:38,60.06,47.38,19.23,33.26,32.31,29.69
2025-07-13 15:14:39,60.0,47.5,19.25,33.29,32.32,29.7
2025-07-13 15:14:40,59.7,47.5,19.27,33.3,32.31,29.7
2025-07-13 15:14:41,60.17,47.5,19.31,33.31,32.35,29.72
2025-07-13 15:14:42,60.0,47.5,19.34,33.32,32.36,29.75
2025-07-13 15:14:43,59.76,47.5,19.34,33.33,32.37,29.73
2025-07-13 15:14:44,58.91,47.5,19.33,33.34,32.36,29.75
2025-07-13 15:14:45,59.71,47.5,19.31,33.35,32.34,29.75
2025-07-13 15:14:46,60.01,47.5,19.3,33.37,32.35,29.75
2025-07-13 15:14:47,60.16,47.5,19.29,33.38,32.44,29.75
2025-07-13 15:14:48,60.15,47.62,19.28,33.39,32.37,29.72
2025-07-13 15:14:49,60.18,47.62,19.25,33.41,32.37,29.73
2025-07-13 15:14:50,59.98,47.62,19.2,33.43,32.37,29.74
2025-07-13 15:14:51,60.0,47.62,19.17,33.43,32.37,29.73
2025-07-13 15:14:52,60.05,47.62,19.14,33.44,32.39,29.76
2025-07-13 15:14:53,60.03,47.62,19.13,33.45,32.4,29.76
2025-07-13 15:14:54,60.0,47.62,19.13,33.46,32.41,29.77
2025-07-13 15:14:55,59.9,47.62,19.11,33.48,32.47,29.78
2025-07-13 15:14:56,59.91,47.75,19.08,33.5,32.44,29.78
2025-07-13 15:14:57,60.84,47.75,19.06,33.5,32.43,29.8
2025-07-13 15:14:58,60.0,47.75,19.06,33.52,32.41,29.78
2025-07-13 15:14:59,59.69,47.75,19.05,33.53,32.41,29.77
2025-07-13 15:15:00,60.03,47.75,19.04,33.54,32.45,29.75
2025-07-13 15:15:01,60.2,47.75,19.05,33.54,32.46,29.76
2025-07-13 15:15:02,60.0,47.75,19.06,33.55,32.42,29.74
2025-07-13 15:15:03,60.14,47.75,19.09,33.57,32.46,29.74
2025-07-13 15:15:04,61.07,47.75,19.12,33.58,32.46,29.75
2025-07-13 15:15:05,59.99,47.75,19.13,33.59,32.45,29.74
2025-07-13 15:15:06,60.0,47.75,19.11,33.61,32.48,29.75
2025-07-13 15:15:07,60.45,47.75,19.06,33.61,32.48,29.75
2025-07-13 15:15:08,60.08,47.75,19.04,33.63,32.47,29.76
2025-07-13 15:15:09,59.84,47.75,19.05,33.64,32.45,29.78
2025-07-13 15:15:10,60.0,47.75,19.06,33.65,32.47,29.75
2025-07-13 15:15:11,60.04,47.88,19.07,33.66,32.49,29.73
2025-07-13 15:15:12,60.06,47.88,19.07,33.66,32.45,29.76
2025-07-13 15:15:13,60.37,47.88,19.08,33.68,32.47,29.77
2025-07-13 15:15:14,60.0,47.88,19.08,33.7,32.53,29.78
2025-07-13 15:15:15,60.2,47.88,19.1,33.71,32.54,29.76
